timestamp,open,high,low,close,volume
1970-01-01 00:28:56.553600,3267.24,3269.69,3257.36,3265.52,2291.1257568
1970-01-01 00:28:56.557200,3265.52,3267.34,3236.55,3245.51,1332.0275153
1970-01-01 00:28:56.560800,3245.5,3252.02,3237.74,3248.51,967.58783925
1970-01-01 00:28:56.564400,3248.2,3248.5,3231.46,3236.55,2046.9975301
1970-01-01 00:28:56.568000,3236.56,3242.69,3229.65,3239.08,874.3560653
1970-01-01 00:28:56.571600,3239.08,3246.18,3233.27,3245.95,781.2391942
1970-01-01 00:28:56.575200,3246.11,3251.02,3237.62,3237.83,738.3761994
1970-01-01 00:28:56.578800,3237.87,3244.52,3225.38,3235.6,1098.4027648
1970-01-01 00:28:56.582400,3235.68,3240.39,3219.2,3224.55,1084.3323681
1970-01-01 00:28:56.586000,3224.56,3243.97,3223.37,3243.97,853.7842079
1970-01-01 00:28:56.589600,3243.96,3255.96,3243.22,3255.96,1266.4542792
1970-01-01 00:28:56.593200,3255.97,3280.05,3254.07,3273.87,1305.8312998
1970-01-01 00:28:56.596800,3273.87,3280.84,3267.41,3272.41,1005.3392755
1970-01-01 00:28:56.600400,3272.44,3275.23,3258.75,3267.38,951.8664419
1970-01-01 00:28:56.604000,3267.38,3280.0,3258.75,3278.65,1056.2943584
1970-01-01 00:28:56.607600,3278.57,3283.19,3265.9,3271.1,1082.2162645
1970-01-01 00:28:56.611200,3271.1,3277.85,3262.17,3274.78,1000.3606218
1970-01-01 00:28:56.614800,3274.79,3275.38,3259.24,3271.39,1064.1956691
1970-01-01 00:28:56.618400,3271.4,3280.07,3267.76,3278.16,829.65137367
1970-01-01 00:28:56.622000,3278.16,3283.76,3269.61,3278.36,918.5191661
1970-01-01 00:28:56.625600,3278.36,3300.29,3275.19,3299.39,1496.7632825
1970-01-01 00:28:56.629200,3299.39,3320.0,3299.39,3307.09,1448.8168787
1970-01-01 00:28:56.632800,3307.09,3308.1,3286.4,3288.4,1399.13900157
1970-01-01 00:28:56.636400,3288.41,3294.42,3281.04,3283.24,881.0765514
1970-01-01 00:28:56.640000,3283.25,3286.92,3279.18,3283.47,940.81578938
1970-01-01 00:28:56.643600,3283.47,3289.18,3273.89,3289.04,882.9558716
1970-01-01 00:28:56.647200,3289.04,3289.84,3280.12,3289.84,580.9658485
1970-01-01 00:28:56.650800,3289.85,3290.89,3278.53,3285.85,557.4677231
1970-01-01 00:28:56.654400,3285.86,3289.39,3280.99,3283.81,644.0921556
1970-01-01 00:28:56.658000,3283.82,3284.95,3274.63,3280.12,576.5178508
1970-01-01 00:28:56.661600,3280.13,3281.09,3267.94,3270.42,634.6328622
1970-01-01 00:28:56.665200,3270.43,3273.78,3263.7,3267.0,741.2147868
